Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Adria Airways,5,Adria Airways customer review,7th January 2011,FALSE,I fly Adria a lot (at least once a month) and find them ok. The service is mixed. Often the supervisor is not ready for boarding and there is no-one to greet. Last time when I boarded the crew were having their photo taken on the tarmac so we all had to stand and wait until they finished. Food is fine and the hand luggage service where it is delivered on the tarmac on landing works well on the CRJ aircraft.,,,Economy Class,,,,,,,,,1,no
Adria Airways,5,Adria Airways customer review,10th October 2010,FALSE,I fly Adria quite a lot (aprox 2 flts a month). My routes are normally VIE-LJU or ZRH-LJU. I always wondered why Adria is not high profile airline being small can be a plus. The CRJ200 and 1000 are OK specially 1000 which are brand new and also A319 latest delivery. I hate that they never board on time neither depart on time. For 20 pax you should be in the air in about 15 min. But they lose a lot of time after the boarding is completed and the take off. The service is worse every time. Now you get a small pack of seeds or dry fruit and a bottle of water. The flights are normally only 30 mins but nevertheless I miss the nice box with good sandwich water and a small dessert. The price is well overpriced for what they offer. There were old inflight magazines in cabin. Crew is good but sometimes too familiar with passengers or fellow colleagues.,,,Economy Class,,,,,,,,,1,no
Adria Airways,6,Adria Airways customer review,25th November 2009,FALSE,This was my first time with Adria. Short hop from KBP to LJU. The airline is 3 star but my ticket had 5 star price tag. Online sale worked fine online check-in system issued me a pass with wrong boarding time (nearly 2 hours early). Luckily their call center worked well and I was told to report to the airport at normal time and use "wrong" boarding pass. It really worked. There were about 14 passengers onboard Canadair200. The plane was new and clean. Seats were very narrow however seat pitch was okay. My seat didn't work well so I did take off and landed in reclined position. Food was much below average (small cheese sandwich) bar service was good and generous. Flight departed late but made it in the air and landed about ontime. Crew were cheerful and attentive. My special meal was delivered and was okay (much better then standard sandwiches offered to other passengers). All in all a real strong 3 star experience but overpriced ticket. Also saw no difference between business and economy cabin. Same seats for different price.,,,Economy Class,,,,,,,,,1,yes
Adria Airways,7,Adria Airways customer review,27th May 2009,FALSE,ZRH-LJU-ZRH with CRJ-900. New plane with pleasant cabin interior and comfortable leather seats. Flights on time food ok. Adria Airways has new uniforms (60 style) and the flight attendants are attentive. Web-Check-in works excellent.,,,Economy Class,,,,,,,,,4,yes
Adria Airways,5,Adria Airways customer review,26th May 2009,FALSE,It is reliable and with good connections between Balkans and Western Europe. However I always find the service on the leg between Skopje and Ljubljana to be lower quality than the leg Ljubljana- Amsterdam Ljubljana - Frankfurt etc. The crew is not so friendly and helpful they always offer tuna sandwiches (assuming that because of the Muslim travelers). I insisted on a ham sandwich and never got it. Twice on the leg Ljubljana-Skopje (or vice versa). If Adria pretends to be a quality part of Star Alliance it shouldn't distinguish among the passengers which fly Skopje - Ljubljana and those flying from Ljubljana to Western Europe.,,,Economy Class,,,,,,,,,4,yes
Adria Airways,3,Adria Airways customer review,28th February 2009,FALSE,LGW-LJU in Y class. Adria Airways now offer check in on line so it was straight to security which was great. Boarding quick and efficient. Plane downgraded from CRJ9 to CRJ2 but emergency exit seat reservation honoured. Waited on the stand for 30 minutes with no communication from the flight deck. Service was nice with sandwiches hot and cold drinks. Cabin crew were quite robotic seems that pursers are trained not to smile under any circumstances. If crew would have been bit more cheerful and communication from the flight deck bit better it would have been 4*.,,,,,,,,,,,,,no
Adria Airways,4,Adria Airways customer review,29th May 2008,FALSE,London to Tirana via Ljubljana Economy Class. 30 minutes late on first leg due to air traffic restrictions at Gatwick but Adria held the connecting flight for us even though there were only a handful of people transferring from the London flight. The food was adequate on both legs and the crew were friendly. All in all a perfectly acceptable journey and I would fly Adria again.,,,,,,,,,,,,,no
Adria Airways,4,Adria Airways customer review,12th May 2008,FALSE,Ljublijana-Amsterdam. A great little airline. Although the CRJ-200 is a little cramped the service was good with a proper meal adequate refreshments and competent cabin crew. Their inflight magazine is in English and Slovenian and has an interesting mix of articles and company information. Same can't be said about Brnk international airport however! This airport needs a 'spruce up' to say the least.,,,,,,,,,,,,,no
Adria Airways,4,Adria Airways customer review,11th February 2008,FALSE,FRA-VIE-FRA on CRJ200. Cheapest option when compared to Lufthansa and Austrian plying this short 1.5 hour flight. Small plane meant a long bus ride to remote stand position. Larger carry-on bags had to be deposited in a trolley parked next to the plane. Aircraft spotless but leather seats showing their age - quite saggy in the squab. Service consisted of a choice of crusty cheese or ham roll followed by drinks tea & coffee. FAs smiling. The return was similarly uneventful but again a long bus ride at FRA. Luggage claim was quick.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,4th October 2007,FALSE,BRU-LJU-BRU. Outward flight on a CRJ200 very nice - comfortable excellent service and a good breakfast. Return flight on a 737 leased from Ukrainian airlines was also reasonable despite the limited legroom. Earning Star Alliance points also a plus - would recommend.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,8th August 2007,FALSE,I often fly with Adria (50 flights per year). Since Adria is member of Star Alliance there are pretty good connections to the most destinations in Europe. The onboard service is good staff quiet nice. Home base airport in Ljubljana has been upgraded and is getting more international. The business lounge is not on the level it should be - old furniture bad food choice dark. The 3 stars that have been given to Adria are correct.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,14th July 2007,FALSE,LGW-LJU-LGW on an older but clean A320. Outwards in 7A with plenty of legroom return in 12F with adequate legroom but need to be careful as the plastic shell on the bottom of the seat in front had started to crack with some sharp edges. Cheese roll served outbound and a jam filled croissant on the return - better than nothing but room for improvement. Coffee and soft drinks free but only one round early in the flight. Very pleasant crew on both sectors. Only gripe was baggage collection at LJU - three flights on one carousel and they seemed to unload baggage in batches from each flight turn about which caused chaos. The second carousel sat unused for the first 40 minutes waiting!,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,24th March 2007,FALSE,Frankfurt-Ljubljana-Munich in business class: the first flight was on a B737 in the colours of Ukraine International and that plane's interior was substandard while the second flight was on a new CRJ. Both flights on time and without glitch. The service is friendly but meals should be improved. Overall they gave the impression of being a pleasant short haul airline.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,9th October 2006,FALSE,Zurich-Ljubljana return. About 2 hours+ journey. Both sector uses the Bombardier Regional Jet CRJ200. Small plane but the 2-3 crews on both sectors were friendly and the service efficient. Seats were comfortable and the planes in good clean conditions. Light meals were served - generally a roll here or a pie there plus drinks. The inflight magazine is surprisingly rich with information on Slovenian culture and way of life and is one of the best I have read. You board the planes on the tarmac via buses from the gates though and not through connecting bridges.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,29th September 2006,FALSE,LGW-LJU return. Outbound was on A320 seated towards the front of Y-class on a very empty flight. The crew were friendly enough and served a ham or cheese roll and round of drinks. LJU airport was easy to use and out within minutes. The coach ride into town goes through some nice Slovenian countryside. Return was on a B737-500 flight was full and had a middle seat but exit row (9E) seat pitch was great. Again right after take off was served with a cream pie desert and drinks. Crew were again friendly and another smooth flight that landed about 15mins ahead of schedule.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,27th September 2006,FALSE,LGW-LJU-LGW last week overall impressed with standard of service on A320. The food in economy was very basic but I didn't expect any! Drinks free. Was allocated row 11 (emergency exit) with out asking she said your very tall(6'4) I will give you some more leg room! Only minor complaint was the seat base comfort it was rock hard like sitting on a wood bench. On the return the seat in row 25 was little better they seem to have cut back on the foam. Crew were excellent a nice airline all in all.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,2nd August 2006,FALSE,DUB-NAP. Was expecting very poor standards of both safety and comfort from this airline but was surprised. Flight at 5.00 am and the FA's were refreshed and alert. Pre flight safety procedures were clear and as high a standard as any other 3 star airline. The seats were quite hard and leg room was limited but the flight was made pleasant by friendly FA's. In flight catering was poor considering it was a four hour flight. We were handed almost frozen sandwiches and a juice box. Baggage collection was mayhem. All in all the flight was fair and would fly Adria again - but the airline does not compare to other 3 star airlines such as Aer Lingus and KLM.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,21st February 2006,FALSE,Frankfurt to Vienna and was quite satisfied. I was surprised when the flight attendant started giving out meals as I did not expect to be fed at all on such a short flight of only 55 minutes. It was perhaps a bit cramped on board the Canadair Regional Jet though I wouldn't complain about it. Crew was overall quite friendly and efficient.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,1st October 2005,FALSE,Flew to Ljubljana from Gatwick. Plane was a new Canadair Regional Jet small (40 seats) but good leg room and comfortable. Both cabin crew were friendly. Food was just a cheese or ham roll but fine for a 1 hr 40 minute flight. And Adria were one of the only airlines leaving Gatwick that evening not to be delayed. Return flight was an A320 full comfortable and good service once again. Would recommend Adria again and worth paying the extra 20quid over Easyjet for flying from Gatwick and not having to pay for food or drink.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,15th September 2005,FALSE,Round trip LGW - LJU in Economy Class both legs on an A320. Service pretty friendly planes clean & well-maintained flights on time. Food on each leg (outbound mid-morning return early morning) was a simple processed cheese roll though for a two-hour flight the food is probably not the most important aspect of the journey. All-in-all a pretty reasonable experience with no major complaints.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,3rd December 2004,FALSE,I have used their VIE-FRA-VIE service several times. All flights were on time the atmosphere on board (CRJ) fine service is friendly although their snack and drinks are not outstanding. But for a flight of 1 hour what should it be? Codesharing with LH enables to collect miles though they dont count for status.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,18th March 2004,FALSE,Flew march 12/14 on JP from ZRH-LJU-ZRH. The flights were on time the flight attendants nice and helpful. The sandwich has got an upgrade and is now equal to LH. A Minus point was that they were handing out only Apple Juices - if you wanted to have wine or other drinks you had to ask specifically for it. This gives me kind of a cheap impression as it seems to the passenger that they wanted to hide it from them. The wine they served was below industry standards and not what a wine country like Slovenia should serve its guests on their trip to the country. I absolutely agree that on such short legs there is no necessity of any food/drinks however either this is clearly defined in the service guide of the airline or then crews should adhere to their service guidelines.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,1st November 2003,FALSE,Round trip LGW - LJU in Business Class. Check-in staff at LGW very efficient and friendly. A320 clean and staff most helpful. Food and Wine need improvement. Flights all on time and overall a pleasant experience.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,31st July 2003,FALSE,In July 2003 I flew London (Gatwick)-Ljubljana-Skopje return in Business Class. Overall I was quite impressed. All flights departed and arrived on time and the onboard service was efficient and reasonably friendly. Hot meals were served on all flights although the quality of these varied from disgusting to just OK. All drinks were complimentary. The aircraft (A320 and CRJ) were modern and spotlessly clean. Business Class seating is identical to economy with a moveable curtain. Transiting at Ljubljana was painless although it is a very small airport and the Business Class lounge is nothing special. I would happily fly with them again although they do need to improve the quality of their meals.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,6th December 2002,FALSE,I have just returned from a long weekend in Ljubljana flying on Adria from London Gatwick. The outbound flight was ok (food portions were a bit stingy given the 2 hour 20 minute flight time) and we arrived early into Ljubljana. Beware about arriving on a Saturday - the coach to the city centre are few and far between. I ended up taking a taxi which cost me 6500 SIT (about UKP 20) whereas the bus was 600 SIT (1.40). On the return flight Adria cancelled the flight for 'technical reasons'. Judging by the low number of people that went to the passenger service counter I think the reason for cancellation may have been more economic than technical. I was rerouted via Munich which added over an hour and a half to the journey and we flew into Heathrow (with BA) instead of Gatwick which left me with a useless train ticket and no way of getting home. The flight to Munich with Adria was good and an edible snack was served with apple juice. Despite the problems with the return journey Adria seems to be a reasonable airline and is an ok (if not the only) choice to get to this country.,,,,,,,,,,,,,no
Adria Airways,n,Adria Airways customer review,25th August 2002,FALSE,I have flown Adria recently on a LH code share from Munich to Ljubjana and return. In both cases the plane was a brand new CRJ. Both flights were really smooth and the crews really efficient and helpful. Pilots kept us informed about everything during both flights. It was sunset and dusk and the flight over the alps was absolutely scenic. Despite the narrow cabin of the CRJ the pitch is quite generous and the leather seats comfortable. Both flights lasted 45 minutes and from MUC to LJU I travelled tourist class. Normally in short flights there isnt time for much than a drink. We receive an apple juice a cheese and salad sandwich plus coffee and tea. The LJU-MUC and due to an overbooking was on business. We were offered an orange juice prior to departure and then a tasty breakfast consisting in bacon and scramble eggs fruit salad a croissant and coffe and tea. Superb for such a short segment. Not being a prime choice its an airline which is pleasant to flight.,,,,,,,,,,,,,no
Aegean Airlines,1,"""Very poor service""",24th July 2023,TRUE,"  At check-in, we were told that our checked baggage was too heavy (limit 8kg/17lbs even though the website said 23kg/50lb limit), and we needed to reduce the weight. We were put to the side so we could move our dirty laundry from the suitcases and put into tote bags (purchased from the nearby shop) that we could carry on. This was both embarrassing and frustrating. The plane was an hour late for our connecting flight. They didn't tell us, but fortunately (after running through the airport), our connection was also late, so we did make the plane. They stopped food service short, so the last 5 rows didn't get any food. This was not due to weather, but just bad timing of the stewards. We still had 30 minutes to land, so they could have quickly handed out the sandwiches, but they decided not to provide service to the last few rows. I don't know if it was due to poor planning of the start of food service, or of taking too much time in the middle rows. Instead of treating us like the rest of the passengers, we felt like 3rd class citizens. Very poor service.",,Family Leisure,Economy Class,Heraklion to Istanbul via Athens,Jul-23,2,1,1,1,4,2,1,no
Aegean Airlines,1,"""We expected meaningful compensation""",19th July 2023,TRUE,"  I had a flight me and my husband from Stockholm to Cairo with connection flight in Athens. The connecting flight number was A3930, from Athens to Cairo. The planned departure time was 11:55 pm June 25th. The flight was delayed by nearly 6 hours from the planned departure time. We were informed the flight will be delayed for 1 hour before boarding. Before the new departure time, we boarded normally. After that, a lot of time has passed ¡° more that 1 hour¡± while we are inside the aircraft and we don¡¯t take off and no information were given to us by the crew. From the aircraft windows we could see some workers taking bags in and out the aircraft. The crew told us they are having problems with luggage.  We are kept in the aircraft to nearly 4 hours before the captain told us that we can leave the aircraft and go to sit in the airport till the problem is solved.  Nothing was offered to us in the airport, no food, drinks or anything. In the meantime I tried to contact the Aegean Airlines hotline to help us, it was nearly 5:00 am already, but the contact person told me that she can not know any information about my flight situation because she has a limited access to information and she cannot help and I can call again after 7:00 am for another contact who has more access. At nearly 6:00 am the crew called us to board again but we didn¡¯t take off till 6:35 anyways because the crew was replaced by a new one. We reached Cairo airport finally to find that our baggage didn¡¯t reach Cairo airport anyway and we waited for 2 weeks till they reached Cairo airport. The delay collectively was from 11:55 pm to 6:35 am. We expected an apology on what happened and meaningful compensation as an acknowledgment of what they did. We complained to the company and their reply was that they were sorry for the delay and they offered the least compensation stated by passengers¡¯ rights ¡°250 euros¡±. They mentioned nothing about the problems that are caused by the poor handling of the problems they had. ",,Couple Leisure,Economy Class,Stockholm to Cairo via Athens,Jun-23,3,1,3,1,,,1,no
Aegean Airlines,4,"""Very poor customer service""",17th July 2023,TRUE," Very poor customer service. I am travelling with a baby paid to be in the front rows and when I wanted to add an extra seat for my daughter everything started. They asked me if I want the same seats, I said yes and they put me and the 5 month old baby in different seats. I asked that obviously we need to be together. Then they moved me in to row 19. Then they couldn¡¯t find me on the flight, they couldn¡¯t give me a seat with the excuse that it¡¯s not for the baby when it was before. Then they asked me to send an email somewhere else if I wanted to take back my money and when I insisted that¡¯s crazy they said ok we will refund you and send you an email, nothing received. They really don¡¯t know what they are doing there.",,Family Leisure,Economy Class,Athens to Brussels ,May-23,2,3,3,2,1,,2,yes
Aegean Airlines,4,"""Poor customer service""",16th July 2023,TRUE," Party of 4, 2 couples traveling together, last minute 1 hour before our seats changed. I upgraded everyone to row 11, now one is in 11, 3 are in 26th row. We were told the plane changed and we can't honor your seat selection. Poor customer service. We were not the only party where the seats changed. When I called customer service he stated well this happens occasionally",,Couple Leisure,Premium Economy,Athens to Mykonos,Jul-23,3,2,,2,,,2,no
Aegean Airlines,1,"""inconsiderate and extremely incompetent""",16th July 2023,FALSE," This is one of the worst experiences I¡¯ve ever dealt with through the use of an airline. It was the most frustrating, time-consuming and displeasing experience imaginable when attempting to travel via plane. No matter what, never use Aegean Airlines under any circumstances. The staff were inconsiderate and extremely incompetent, showing no regard for the passengers well being and failing to explain any of the trouble we were put through. The staff and airline in general had no interest in doing their job properly and ultimately put me through the worst airline experience possible.",,Couple Leisure,Economy Class,Barcelona to Athens,Jul-23,1,1,1,1,1,1,1,no
Aegean Airlines,1,"""lost all our luggage""",15th July 2023,FALSE, On the way to Santorini airplane lost all our luggage - 3 bags! They found it after 4 days. On the way back they lost another bag! After 12 days they cannot find it. Lost luggage department at Florence Airport provided us with email address and phone number. All our emails are bouncing back.,,Couple Leisure,Business Class,Santorini to Florence,Jul-23,1,1,1,1,1,1,1,no
Aegean Airlines,1,"""pretty bad track record""",11th July 2023,FALSE," We took 3 flights with Aegean and would not recommend them to anyone. Had 3 issues: 1. They overbooked our flight and bumped many people. We bought our flight 3 months ahead, but checked in about 18 hours before our flight (they allow check-in up to 24 hours ahead). We were issued a ¡°standby¡± ticket without any seats. When we got to the gate, we were told we may or may not get onto the flight and if we didn¡¯t then we would have to wait 4 hours for the late night flight, or try again in the morning. Lots of other people in the same situation. We were never issued boarding passes but we kept following up with the person at the ticket counter until they gave us passes, it seems like due to our persistence and nothing systematic. Luckily we got on that flight, but others didn¡¯t. Nowhere in the policy does it say that whether or not you get on the flight is related to your check-in time. If you take Aegean, check in right away and be persistent about asking for seats! 2. They apply a checked bag policy at will. We were sitting near the gate. The gate attendants approached us and asked to weigh our bags. Our bags, which fit easily into any overhead bin (including previous Aegean flights) were found to be slightly overweight (apparently 9kgs are allowed, ours were about 10kgs). We asked if we could move 1kg into our purse / backpack. They said no, they need to check the two bags, and by the way they are charging us 40Euro per bag. This was for a 45 min flight from an island to Athens. We had no choice and were forced to pay. Also, there was no consistency in the way this rule was applied. We saw plenty of other people with carry-ons larger than ours allowed on the plane and there was plenty of space in the overhead bins. 3. Every flight we were on was late. Two of three were late by over 45 mins. We didn¡¯t have any connections, but I imagine many connecting flights were missed. And, this didn¡¯t happen to us, but it¡¯s worth noting that when we landed in Athens, there were about 30 people waiting at the lost baggage desk. Most of them looked very angry. I asked one person what happened, and apparently an entire flight did not have their bags transferred at a connection. So not only will they force you to check your carry-on and then pay for a checked bag, they might lose it too. All-in-all, this is a pretty bad track record for 3 short island hop flights.",,Couple Leisure,Economy Class,Athens to Chania,Jul-23,3,3,1,1,,,2,no
Aegean Airlines,1,"""would like to thank the employee""",7th July 2023,TRUE,"  Passengers of  delayed Aegean Airlines flight 01.07.2023 stuck in Santorini, would like to thank the employee of the Aegean Airlines company from Thessaloniki, Markati, for her non-formal attitude, patience and professionalism! This combination of qualities is rare in our modern life. We wholeheartedly thank this wonderful girl and in her person your company, which helped us in a difficult situation.",,Couple Leisure,Economy Class,Santorini to Tel Aviv via Thessaloniki / Athens,Jul-23,3,3,,5,,,5,yes
Aegean Airlines,8,"""FA were courteous and helpful""",5th July 2023,TRUE,"  Boarding in Munich was a rush, however business class passengers did receive a welcome drink - Greek sparkling wine or water. The lunch had several options and there was a choice between 2 red and white Greek wines. The food was not bad at all. Decent information about the flight was given. FA were courteous and helpful. One of the better business products in Europe for sure. Only luggage was not quite delivered as ""priority"" despite labelled.",A320,Business,Business Class,Munich to Athens,Jun-23,3,4,4,3,,,4,yes
Aegean Airlines,4,"""baggage came with 1 hour delay and broken""",4th July 2023,TRUE,  The baggage came with 1 hour delay and broken. Since then over a month has passed and I have not yet been refunded or received new baggage. On the telephone they do nothing except saying it is summer and it is normal to delay. Definitely not the company it used to be. Low cost company with premium company's prices.,,Business,Economy Class,London to Athens,Jun-23,2,4,3,1,,,2,no
Aegean Airlines,1,"""Worst service ever experienced""",3rd July 2023,FALSE," The have option of buying tickets with unlimited ticket changes yet, the charge you same amount to change flight date as if was a new ticket. Furthermore the don¡¯t accept to use a credit voucher for it, and they don¡¯t give the money back! Worst service ever experienced!",,Business,Business Class,Athens to Mitilini,Jul-23,5,5,5,1,,,1,no
Aegean Airlines,6,"""seats were changed, splitting up the party""",1st July 2023,TRUE," Booked over 9 months in advance and opted for comfortflex fare, which included baggage, onboard wifi access and upfront seat selection. We chose seats right at the front of the economy cabin at time of booking, allowing party to sit together (we were all on same booking). Aircraft was advertised as a new A321NEO with free wifi. However after checking in online, aircraft had changed and subsequently seats were changed, splitting up the party. Flight itself was comfortable with decent leg room and free food/drinks, though quality was lacklustre. Crew were absent in any form of engagement on board, appearing distant.",A321,Couple Leisure,Economy Class,Athens to London Heathrow,Jun-23,4,3,2,4,,1,5,yes
Aegean Airlines,1,"""my baggage did not arrive""",1st July 2023,TRUE,"  I arrived in Athens the 20th of June from Johannesburg / Addis Ababa on Ethiopian Airlines, connecting on Aegean Airlines from Cairo to Athens and my baggage did not arrive with me. When I went to report the loss there was no one at the counter and a person had to be phoned to come. My holiday in Greece is nearly over and my baggage has still not been located after 11 days. The customer care phone line is never answered. ",,Solo Leisure,Economy Class,Cairo to Athens,Jun-23,1,1,,1,,,1,no
Aegean Airlines,2,"""they changed our seats""",30th June 2023,TRUE,  They made us wait at the gate for boarding for more than an hour. No explanation that there was a delay or no explanation why we weren¡¯t boarding the plane.  Rude and unhelpful staff in Malaga. We paid extra to get seats together with my partner but they changed our seats to separate rows a week before the flight. No one helped us to sit together even though we paid to choose seats next to each other. ,,Couple Leisure,Economy Class,Malaga to Athens,Jun-23,1,2,1,1,,,3,no
Aegean Airlines,9,"""All in all a great airline""",29th June 2023,TRUE,"  My wife and I flew Aegean Airlines for the first time June 7, 2023. These were two short flights consisting of Sophia, Bulgaria to Athens and Athens to Larnaca, Cyprus. Both flights were exceptional. The flights were smooth and the seats were comfortable. The cabin service was outstanding. We received a snack (more of a light meal) on each flight, and both were delicious. The first flight included a small sandwich roll with sliced chicken and cheese; the second flight included a pasta salad with tuna and dressing. We enjoyed every bite! As we were leaving the plane in Larnaca I commented to the cabin staff at the exit of the plane that Aegean Airlines was now my new favorite airline. And it is. I opted to give the airline a rating of 9 instead of 10 due to two items: both flights were short. Had the flights been longer (more of a test of the airline service), I would have given the maximum rating. Also, Aegean's website is not as intuitive as most others I've used. All in all a great airline: comfortable, affordable, and frankly, just a pleasure to fly.",A320/A321neo,Couple Leisure,Economy Class,Sofia to Larnaca via Athens,Jun-23,5,5,5,4,,,5,yes
Aegean Airlines,9,"""Crew was friendly""",30th May 2023,TRUE,"  I did win upgrade challenge and I travelled Business Class though the airport does not offer Business Lounge. In the internet you will find information that Rhodes Diagoras Airport has two lounges but that is not right any more. With the new managment Lounges were closed. There was priority boarding, even though we were boarded on a bus. Crew was friendly and plane was in a good condition. We were boarded but we had a 20 minutes delay on departure due to Athens Traffic Controlers. In flight service was good and the copilot explained the route with details. We landed and parked in Athens on remote location but was a priority bus service for the Business passengers.",A320ceo,Couple Leisure,Business Class,Rhodes to Athens,May-23,5,5,5,5,,,5,yes
Aegean Airlines,1,"""overbooked the flight""",23rd May 2023,TRUE," The airline overbooked the flight and told me that I did not have a seat in the plane. They wasted one day of my European tour. In addition, I had to see my parents in Athens and me not flying created significant problems to our family trip. La compagnia aerea ha sovrevenduto il volo e mi ha detto che non avevo un posto sull'aereo. Hanno sprecato un giorno del mio tour europeo. Inoltre, dovevo incontrare i miei genitori ad Atene e il fatto di non poter volare ha creato problemi significativi al nostro viaggio familiare.",,Family Leisure,Economy Class,Rome to Athens,May-23,1,1,1,1,1,1,1,no
Aegean Airlines,1,"""did not wear a name tag""",2nd May 2023,FALSE,"  Check-in uneventful. Boarding a zoo with a rude employee denying me boarding, claiming some zone story.  Upon boarding I found a number of passengers that were probably the right 'zone' since they were seated in the rear already. An old ATR POS that Aegean must likely keep to connect some small islands that cannot accommodate jets. Why they would use these consistently for the third largest Greek island is unclear to me. Once seated in 15C and having put my backpack above, I see the flight attendant pushing it to make space for someone's big suitcase. When I objected, she pulled it down and told me in the rudest way to put it under the seat in front of me. Said attendant did not wear a name tag.",,Business,Economy Class,Mytilini to Athens,May-23,1,1,1,1,,,1,no
Aegean Airlines,8,"""Crew was friendly and helpful""",30th April 2023,TRUE,"  Delay due to aircraft controllers. There was 1 hour delay due to late arrival of the airplane. Plane was an A320ceo on a good condition. Fully booked flight on economy, only one person on business. Crew was friendly and helpful moving luggage to the bins. No IFE only drop down screens where you can watch the flight path. Inflight service was consisted of ham or vegetable sandwich and a digestive bar with alcoholic drink/beer/beverage.",A320ceo,Couple Leisure,Economy Class,Tirana to Athens,Apr-23,4,5,3,5,,,5,yes
Aegean Airlines,1,"""Please keep up the excellent work""",26th April 2023,TRUE,"  Aegean Airlines will remain always my first choice and my favorite airline. The best Airline in Europe without any doubt. Cabin crew are so helpful, patient and supportive. Please keep up the excellent work and I hope that Aegean will make long haul flights soon.",A321 Neo,Solo Leisure,Economy Class,Prague to Cairo via Athens,Apr-23,5,5,5,5,3,4,5,yes
Aegean Airlines,9,"""kept up the high standards""",23rd April 2023,TRUE,"  Aegean Airlines Economy Class LHR-ATH (and back). Aegean have kept up the high standards and are the best airline flying from the UK to Greece. Two rounds of drinks, a snack and a meal comparable to the pre-Covid catering level. This is far above any other airline's offering on this route. The inflight magazine provides detailed guides to places in Greece and I was able to track the flight's progress via wi-fi. That said, I miss the overhead screens with the moving map! Friendly crew and comfortable leg room on the A321NEO, flights on time or ahead of schedule both legs. ",A321 Neo,Solo Leisure,Economy Class,Athens to London,Apr-23,4,5,5,4,,4,4,yes
Aegean Airlines,1,"""my experience was anything but pleasant""",20th April 2023,TRUE," This was my first time flying with Aegean, and my experience was anything but pleasant. Starting from when I checked-in at the counter, I have an SA Gold member where I get 20kg of free luggage, but the staff there says I have to pay another 45 Eur even though it should be free, and I explained that I have SA Gold and it should be free because I had a return ticket and I got 20kg free but the staff didn't care but tore the baggage tag in front of me and told me to go to the ticket agent at the airport, luckily the agent helped me a little bit to help me input manually, even though my status was still valid instead will be extended until next year. The second problem was when I was about to board in Athens, when it was my turn they stopped me and asked for a Moroccan visa or residence permit, I said my passport didn't need a visa to Morocco for up to 3 months and I even gave him a look at the Moroccan visa policy and he really didn't care. ",,Solo Leisure,Economy Class,Belgrade to Marrakech via Athens,Apr-23,1,1,1,1,,,1,no
Aegean Airlines,1,"""The ground crew were poor""",7th April 2023,TRUE,"  The flight I was on for returning to Athens on 15 March was cancelled. We were informed this was due to weather. Passengers were told initially that the flight was delayed by 30 minutes, then another delay announcement just as passengers were getting emails informing of flight cancellation. The ground crew were poor at making sure there was clarity in their announcements. I went up to a staff member when most people who appeared to be Corfu residents had just gone home, and asked was there any hotel booking arrangements - ""No"", any hotel used in such circumstances, don't know, any cost max, don't know, what about meals, don't know. Reclaiming? - ""you have to go to Aegean office in Athens"". I spoke to a British Corfu resident who said most expensive hotel open was Corfu Palace. I chose to go somewhere with a little better location and not so expensive. I then found out from the lady that just after I left, she was told that anyone needing a hotel could go to the Corfu Palace and all meals etc were covered and no need to pay. So, overall great experience - really well done ground crew: vital information not provided on a timely basi. The later flight was full as the following day was a general strike in Greece - so 2 nights had to stay in Corfu. On return flight cabin crew tolfd me there was no issue with the weather, the aircraft had a fault that could not be fixed in Corfu. Aegean states 10 days to get back to passenger with complaint, it is now 19 days.  It is now 19 days and not a word from Aegean. This was my 3rd flight with Aegean. Their aircraft seem better than Sky Express their competitor, but my experience has really turned me off Aegean. ",,Solo Leisure,Economy Class,Corfu to Athens,Mar-23,3,3,2,1,,,2,no
Aegean Airlines,3,"""refused me with my laptop and small carry on""",1st April 2023,TRUE,  A company that can be excellent but it started working like a cheap airline. Today for the first time they refused me to fly with my laptop and my small carry on. It did not matter that I am gold member. ,A320neo,Solo Leisure,Economy Class,Brussels to Thessaloniki via Larnaca,Mar-23,4,5,3,1,,,3,no
